City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
446,Alta Floresta,BR,-9.8756,-56.0861,75.4,94,83,2.21,broken clouds
447,Murdochville,CA,48.9583,-65.5006,25.68,93,100,19.06,light snow
448,Dunedin,NZ,-45.8742,170.5036,51.04,92,100,10.4,overcast clouds
449,Mandan,US,46.8267,-100.8896,13.37,70,1,1.01,clear sky
450,Kloulklubed,PW,7.0419,134.2556,79.3,77,100,16.13,overcast clouds
451,Haimen,CN,23.1935,116.6142,53.49,62,1,5.61,clear sky
452,Puerto Colombia,CO,10.9878,-74.9547,82.49,78,46,18.5,scattered clouds
453,Wajir,KE,1.7471,40.0573,79.92,62,99,14.36,overcast clouds
454,De Aar,ZA,-30.6497,24.0123,66.67,37,3,6.73,clear sky
455,Torbat-E Jam,IR,35.244,60.6225,48.52,32,69,6.06,broken clouds
456,Teeli,RU,51.0333,90.2333,1.2,92,93,0.65,overcast clouds
457,Soldotna,US,60.4878,-151.0583,33.96,96,90,0.0,mist
458,Daru,PG,-9.0763,143.2092,80.78,79,100,2.42,overcast clouds
459,Akim Swedru,GH,5.8938,-1.0164,77.14,90,100,3.56,overcast clouds
460,Nueve De Julio,AR,-35.4444,-60.8831,78.85,51,5,7.65,clear sky
461,Koshurnikovo,RU,54.1667,93.3,8.74,96,86,3.42,overcast clouds
462,Necochea,AR,-38.5473,-58.7368,72.03,49,0,16.13,clear sky
463,Beroroha,MG,-21.6667,45.1667,79.21,54,0,2.82,clear sky
464,Bintulu,MY,3.1667,113.0333,73.81,100,20,3.44,few clouds
465,Tuskegee,US,32.424,-85.6916,64.22,100,100,1.99,moderate rain
466,Shimoda,JP,34.6667,138.95,56.1,85,81,18.23,broken clouds
467,Klyuchi,RU,52.2667,79.1667,32.77,98,100,14.38,light snow
468,Son La,VN,21.3167,103.9,48.4,78,2,1.79,clear sky
469,Port Lincoln,AU,-34.7333,135.8667,58.75,56,90,12.57,overcast clouds
470,Matagami,CA,49.7502,-77.6328,15.91,92,90,9.22,light snow
471,Camopi,GF,3.1655,-52.3158,73.72,98,99,2.73,overcast clouds
472,Lima,PE,-12.0432,-77.0282,66.45,77,90,11.5,overcast clouds
473,Ayan,RU,56.45,138.1667,6.15,60,88,11.95,overcast clouds
474,Buala,SB,-8.145,159.5921,82.33,80,100,6.02,light rain
475,Qaqortoq,GL,60.7167,-46.0333,21.7,72,27,29.57,scattered clouds
476,Tabuk,PH,17.4189,121.4443,69.03,91,100,4.23,overcast clouds
477,La Orilla,MX,17.9833,-102.2333,83.97,61,8,9.22,clear sky
478,Tignere,CM,7.3667,12.65,71.6,29,100,1.72,overcast clouds
479,Kharp,RU,66.8014,65.8081,5.61,91,96,8.43,overcast clouds
480,Bafq,IR,31.6128,55.4107,51.3,35,42,6.82,scattered clouds
481,Fortuna,US,40.5982,-124.1573,52.14,67,100,5.01,overcast clouds
482,Manuk Mangkaw,PH,4.8,119.85,82.18,75,97,13.69,overcast clouds
483,Yar-Sale,RU,66.8333,70.8333,7.32,94,96,6.53,overcast clouds
484,Stornoway,GB,58.2093,-6.3865,40.96,85,75,4.0,broken clouds
485,Ewa Beach,US,21.3156,-158.0072,75.15,85,40,9.22,heavy intensity rain
486,Vila Do Maio,CV,15.1333,-23.2167,75.99,76,23,15.79,few clouds
487,Suluq,LY,31.6682,20.2521,60.91,41,11,26.15,few clouds
488,Pangoa,PE,-12.1167,-73.0,68.99,99,100,0.31,overcast clouds
489,Lalibela,ET,12.0333,39.0333,55.49,20,5,7.23,clear sky
490,Leshukonskoye,RU,64.8989,45.7622,17.42,89,100,8.55,overcast clouds
491,Abu Kamal,SY,34.4506,40.9171,53.65,47,99,2.89,overcast clouds
492,Normandin,CA,48.8333,-72.5321,28.71,93,100,3.44,snow
493,Manzhouli,CN,49.6,117.4333,15.49,75,0,6.08,clear sky
494,Tigil,RU,57.8,158.6667,25.95,96,100,14.36,snow
495,Sambava,MG,-14.2667,50.1667,75.7,84,17,7.92,light rain
496,Rio Grande,BR,-32.035,-52.0986,71.71,70,17,14.38,few clouds
497,Umm Lajj,SA,25.0213,37.2685,74.21,59,23,6.42,few clouds
498,Roald,NO,62.5833,6.1333,37.09,59,75,20.71,broken clouds
499,Tenenkou,ML,14.4572,-4.9169,74.88,14,24,10.58,few clouds
500,Ilanskiy,RU,56.2358,96.065,25.68,91,100,4.83,overcast clouds
501,Amapa,BR,1.0,-52.0,74.59,94,100,3.02,overcast clouds
502,Arman,RU,59.7,150.1667,7.3,72,100,9.48,overcast clouds
503,Millinocket,US,45.6573,-68.7098,52.36,92,100,15.7,overcast clouds
504,Helong,CN,42.5397,128.9972,18.3,91,6,4.74,clear sky
505,Tzucacab,MX,20.0667,-89.05,84.65,60,65,6.29,broken clouds
506,Caravelas,BR,-17.7125,-39.2481,76.69,83,95,9.08,moderate rain
507,Bayir,TR,37.2687,28.2167,55.92,89,74,17.96,light rain
508,Rulenge,TZ,-2.7175,30.6325,59.77,84,71,1.81,broken clouds
509,Mitu,CO,1.1983,-70.1733,75.97,96,100,0.49,overcast clouds
510,Methoni,GR,36.8197,21.7049,55.22,85,97,15.61,overcast clouds
511,Bodden Town,KY,19.2833,-81.25,86.0,78,20,4.0,few clouds
512,Ahipara,NZ,-35.1667,173.1667,70.61,76,100,8.63,overcast clouds
513,Esil,KZ,51.9556,66.4042,17.33,96,100,6.87,overcast clouds
514,Kalmar,SE,56.6616,16.3616,22.96,93,90,5.75,light snow
515,Beihai,CN,21.4833,109.1,60.96,59,4,6.02,clear sky
516,Port Moresby,PG,-9.4431,147.1797,80.02,83,40,4.61,scattered clouds
517,Seybaplaya,MX,19.65,-90.6667,87.26,69,6,9.86,clear sky
518,Obihiro,JP,42.9172,143.2044,34.07,87,2,2.86,clear sky
519,Bac Lieu,VN,9.285,105.7244,74.62,87,98,6.35,overcast clouds
520,Kalemie,CD,-5.9475,29.1947,71.64,88,100,9.26,overcast clouds
521,Koumac,NC,-20.5667,164.2833,83.59,63,0,2.3,clear sky
522,Mwinilunga,ZM,-11.7358,24.4293,61.52,97,82,1.92,light rain
523,Pathein,MM,16.7833,94.7333,65.77,80,12,1.41,few clouds
524,Bjornevatn,NO,69.6672,29.9847,10.02,66,0,12.66,clear sky
525,Maralal,KE,1.0968,36.698,57.6,85,71,5.3,broken clouds
526,Nome,US,64.5011,-165.4064,24.87,86,90,18.41,light snow
527,Svetlogorsk,BY,52.6333,29.7333,31.57,99,100,3.18,light snow
528,Sovetskiy,RU,61.3614,63.5842,-9.24,96,26,4.18,scattered clouds
529,Veraval,IN,20.9,70.3667,72.79,50,0,11.54,clear sky
530,Borba,BR,-4.3878,-59.5939,76.96,94,88,1.45,light rain
531,Chunskiy,RU,56.0815,99.6342,32.25,93,100,7.2,overcast clouds
532,Sao Joao Da Barra,BR,-21.6403,-41.0511,72.27,88,100,6.55,overcast clouds
533,Buta,CD,2.7858,24.73,72.21,87,50,1.95,scattered clouds
534,Axim,GH,4.8699,-2.2405,80.04,84,83,7.96,broken clouds
535,Corpus Christi,US,27.8006,-97.3964,72.16,72,90,11.99,overcast clouds
536,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,81,100,7.54,overcast clouds
537,Hwange,ZW,-18.3693,26.5019,74.8,65,99,3.2,overcast clouds
538,Mazyr,BY,52.0495,29.2456,31.6,99,100,3.24,light snow
539,Corum,TR,40.5,34.75,42.57,67,0,3.85,clear sky
540,Biltine,TD,14.5333,20.9167,75.63,20,7,5.95,clear sky
541,Moorhead,US,46.8739,-96.7676,1.36,65,1,6.91,clear sky
542,Cooma,AU,-36.2333,149.1333,60.57,82,90,6.91,overcast clouds
543,Usinsk,RU,65.9939,57.5281,10.85,95,100,14.61,light snow
544,Grand Gaube,MU,-20.0064,57.6608,78.39,68,0,5.99,clear sky
545,Kupang,ID,-10.1667,123.5833,81.43,82,92,5.79,overcast clouds
546,Moron,AR,-34.6534,-58.6198,76.95,72,0,5.99,clear sky
547,Chongwe,ZM,-15.3292,28.682,75.74,45,66,2.24,broken clouds
548,Ulaanbaatar,MN,47.9077,106.8832,-2.07,84,0,2.24,clear sky
549,Izumo,JP,35.3667,132.7667,37.35,93,40,10.36,scattered clouds
550,Invermere,CA,50.5167,-116.0354,23.38,62,100,3.67,overcast clouds
551,Edson,CA,53.5835,-116.4356,21.34,63,1,3.44,clear sky
552,Ashland,US,40.8167,-82.2665,33.87,72,43,20.2,scattered clouds
553,Tocopilla,CL,-22.092,-70.1979,69.3,70,97,11.99,overcast clouds
554,Waipawa,NZ,-41.4122,175.5153,56.44,94,100,3.94,light rain
555,Escuinapa,MX,22.85,-105.8,84.11,47,99,7.2,overcast clouds
556,Panguna,PG,-6.3164,155.4848,77.85,78,100,1.48,overcast clouds
557,Aquiraz,BR,-3.9014,-38.3911,82.22,78,86,14.12,overcast clouds
558,Bilma,NE,18.6853,12.9164,67.95,17,2,8.23,clear sky
559,Rafaela,AR,-31.2503,-61.4867,89.06,29,0,4.0,clear sky
560,Kavaratti,IN,10.5669,72.642,80.06,67,8,11.61,clear sky
561,Sharan,RU,54.8167,54.0,10.15,89,18,4.5,few clouds
562,Ende,ID,-8.8432,121.6623,79.2,87,98,3.31,overcast clouds
563,Nishihara,JP,26.1842,127.7558,65.48,77,20,9.22,few clouds
564,Shunyi,CN,40.125,116.6453,22.95,86,0,4.47,clear sky
565,Elbrus,RU,43.2577,42.6443,30.2,92,82,5.28,broken clouds
566,Isla Mujeres,MX,21.2311,-86.731,82.45,77,2,9.93,clear sky
567,Xai-Xai,MZ,-25.0519,33.6442,80.8,60,42,10.56,scattered clouds
568,Windsor,CA,42.3001,-83.0165,34.97,77,90,3.0,overcast clouds
569,Shangzhi,CN,45.2167,127.9667,13.33,97,53,4.41,broken clouds
570,Morehead,US,37.2711,-87.1764,40.14,58,0,4.0,clear sky
571,Auki,SB,-8.7676,160.7034,81.45,84,95,3.18,overcast clouds
572,Sydney,AU,-33.8679,151.2073,73.26,73,75,1.99,light rain
573,Manaure,CO,11.7751,-72.4445,87.91,59,39,20.45,scattered clouds
574,Bradenton,US,27.4989,-82.5748,77.05,71,1,1.99,clear sky
575,Chincha Alta,PE,-13.4099,-76.1323,68.59,79,94,4.47,overcast clouds
576,Mount Isa,AU,-20.7333,139.5,74.97,69,90,4.61,overcast clouds
577,Sur,OM,22.5667,59.5289,72.1,64,0,5.5,clear sky
578,Maarianhamina,AX,60.0973,19.9348,4.86,85,0,1.14,clear sky
579,Akureyri,IS,65.6835,-18.0878,31.93,100,90,2.3,light snow
580,Knysna,ZA,-34.0363,23.0471,59.4,92,55,3.33,broken clouds
581,Geeste,DE,52.6,7.2667,37.94,83,100,15.32,overcast clouds
582,Uppsala,SE,60.0,17.75,7.43,84,55,0.0,broken clouds
583,Halifax,CA,44.6453,-63.5724,55.09,96,100,4.0,overcast clouds
584,Korostyshiv,UA,50.3172,29.0563,33.3,100,100,0.89,overcast clouds
585,Mana,GF,5.6592,-53.7767,77.52,90,100,10.25,overcast clouds
586,Deogarh,IN,21.5333,84.7333,64.96,92,0,2.82,clear sky
587,Koslan,RU,63.4564,48.8989,10.42,95,97,8.3,overcast clouds
588,Waingapu,ID,-9.6567,120.2641,78.78,85,100,5.99,overcast clouds
589,Kapiri Mposhi,ZM,-13.9652,28.6809,72.57,43,77,2.95,broken clouds
590,Nara,JP,34.6851,135.8049,51.26,93,100,3.47,light rain
591,Mnogovershinnyy,RU,53.9353,139.9242,12.06,65,99,20.85,overcast clouds
592,Fochabers,GB,57.6136,-3.0957,38.89,79,0,4.0,clear sky
593,Saint-Prosper,CA,46.2117,-70.4811,43.68,94,100,14.58,overcast clouds
594,Zhuhai,CN,22.2769,113.5678,65.05,63,0,16.11,clear sky
595,Soyo,AO,-6.1349,12.3689,78.87,89,57,7.7,broken clouds
596,Ereymentau,KZ,51.6199,73.1033,18.66,85,89,14.36,overcast clouds
597,Vilcun,CL,-38.65,-72.2333,76.86,47,0,7.67,clear sky
598,Coachella,US,33.6803,-116.1739,84.52,18,1,7.0,clear sky
599,Sola,VU,-13.8833,167.55,76.39,89,100,8.66,moderate rain
600,Xianyang,CN,34.3378,108.7026,45.64,36,0,15.66,clear sky
601,Clyde River,CA,70.4692,-68.5914,10.63,85,100,18.41,light snow
602,Joshimath,IN,30.5667,79.5667,33.1,59,7,11.12,clear sky
603,Molochnoye,RU,59.2917,39.6787,9.66,95,100,9.75,light snow
604,Darhan,MN,49.4867,105.9228,9.12,92,96,3.18,overcast clouds
605,Coxim,BR,-18.5067,-54.76,83.91,57,79,3.98,broken clouds
606,Linhares,BR,-19.3911,-40.0722,70.97,97,100,2.08,overcast clouds
607,Saurimo,AO,-9.6608,20.3916,64.98,97,60,4.09,light rain
608,Ahuimanu,US,21.4447,-157.8378,74.91,81,90,12.66,moderate rain
609,Mahanoro,MG,-19.9,48.8,73.53,87,1,3.78,clear sky
610,Bara,NG,10.3744,10.7288,76.12,25,99,8.59,overcast clouds
611,Wanaka,NZ,-44.7,169.15,53.1,67,72,2.37,broken clouds
612,Havoysund,NO,70.9963,24.6622,25.03,76,98,10.4,overcast clouds
613,Meulaboh,ID,4.1363,96.1285,77.63,85,51,3.47,broken clouds
614,Altoona,US,40.5187,-78.3947,45.82,66,100,8.01,overcast clouds
615,Log,RU,49.4844,43.8613,31.05,97,100,7.83,overcast clouds
616,Mizdah,LY,31.4451,12.9801,45.48,44,0,20.92,clear sky
617,Alushta,UA,44.6667,34.4167,53.78,82,89,4.85,overcast clouds
618,Nan,TH,18.8333,100.6667,57.13,85,0,0.89,clear sky
619,Cardedeu,ES,41.6398,2.3574,51.08,71,67,4.34,broken clouds
620,Saint Anthony,US,45.0205,-93.218,9.14,56,1,4.0,clear sky
621,Tera,NE,14.0078,0.7531,78.17,14,4,9.64,clear sky
622,Gazanjyk,TM,39.2446,55.5154,48.09,87,2,6.73,clear sky
623,Spalding,US,33.2668,-84.2833,62.89,98,90,0.0,mist
624,Anadyr,RU,64.75,177.4833,-5.01,83,75,31.0,light snow
625,Naze,JP,28.3667,129.4833,63.52,63,7,12.24,clear sky
626,Kondinskoye,RU,59.6481,67.41,-6.77,98,90,6.06,overcast clouds
627,Umba,RU,66.6871,34.3429,13.26,91,35,8.43,scattered clouds
628,Fier,AL,40.7239,19.5561,50.18,83,100,6.76,overcast clouds
629,Makakilo City,US,21.3469,-158.0858,73.72,85,40,9.22,moderate rain
630,Shingu,JP,33.7333,135.9833,57.22,91,100,6.62,overcast clouds
631,Ziarat,PK,30.3823,67.7282,31.3,37,0,0.4,clear sky
632,Broome,US,42.2506,-75.833,51.17,79,90,8.01,moderate rain
633,Hualmay,PE,-11.0964,-77.6139,69.08,80,64,9.62,broken clouds
634,Remedios,CU,22.4947,-79.5458,86.92,79,38,7.25,scattered clouds
635,Sikasso,ML,10.9167,-7.0,77.41,19,26,4.21,scattered clouds
636,Baruun-Urt,MN,46.6806,113.2792,19.62,52,14,13.58,few clouds
637,Lashio,MM,22.9333,97.75,58.32,95,51,0.43,broken clouds
638,Ardakan,IR,32.31,54.0175,50.07,40,53,4.0,broken clouds
639,Shache,CN,38.4167,77.2406,29.5,35,0,2.84,clear sky
640,Sulangan,PH,11.1373,123.7228,80.62,73,100,16.49,overcast clouds
641,Puerto Narino,CO,-3.7703,-70.3831,75.15,91,100,1.07,light rain
642,Road Town,VG,18.4167,-64.6167,80.69,78,40,10.36,scattered clouds
643,Touros,BR,-5.1989,-35.4608,81.5,73,11,14.85,few clouds
644,Abapo,BO,-18.8333,-63.4667,71.58,69,58,4.36,broken clouds
645,Pahrump,US,36.2083,-115.9839,68.25,18,98,1.01,overcast clouds
646,Gazojak,TM,41.1875,61.4036,44.26,70,76,4.34,broken clouds
647,Mikumi,TZ,-7.4041,36.9831,69.3,93,99,2.44,light rain
648,Svetlaya,RU,46.5389,138.3297,22.73,77,4,8.16,clear sky
649,Angoche,MZ,-16.2325,39.9086,77.45,85,79,8.66,broken clouds
650,Surt,LY,31.2089,16.5887,56.26,43,6,30.47,clear sky
651,Mandera,KE,3.9366,41.867,83.48,38,74,6.08,broken clouds
652,Dombarovskiy,RU,50.7587,59.5386,9.66,100,74,3.36,broken clouds
653,Chinsali,ZM,-10.5414,32.0816,64.89,73,39,2.13,scattered clouds
654,Novo Aripuana,BR,-5.1206,-60.3797,76.17,96,72,2.21,moderate rain
655,Kirakira,SB,-10.4544,161.9205,83.26,78,100,7.4,overcast clouds
656,Sohbatpur,PK,28.5202,68.5434,61.18,32,0,5.06,clear sky
657,Sovik,NO,65.9333,12.4667,21.18,42,0,8.01,clear sky
658,Bundaberg,AU,-24.85,152.35,77.29,73,92,8.05,overcast clouds
659,Megion,RU,61.0296,76.1136,-18.38,92,100,6.42,overcast clouds
660,Farkhor,TJ,37.4922,69.4036,44.65,34,100,4.47,overcast clouds
661,Mgandu,TZ,-5.95,34.1333,65.25,68,73,6.87,broken clouds
662,Huangchuan,CN,32.1272,115.0394,40.12,67,19,9.35,few clouds
663,Omboue,GA,-1.5746,9.2618,75.65,91,100,1.16,overcast clouds
664,Swan River,CA,52.1058,-101.2676,-4.11,65,95,9.22,overcast clouds
665,Roblin,CA,51.23,-101.3565,-6.45,94,100,5.99,overcast clouds
666,Southbridge,US,42.0751,-72.0334,58.26,86,97,1.99,overcast clouds
667,Monticello,US,45.3055,-93.7941,7.95,63,20,12.66,few clouds
668,Bima,ID,-8.4667,118.7167,77.76,89,86,2.33,overcast clouds
669,Silvassa,IN,20.2667,73.0167,70.47,69,0,3.62,clear sky
670,Soe,ID,-9.8607,124.284,72.09,87,98,0.92,overcast clouds
671,Ust-Kuyga,RU,70.0167,135.6,-22.31,99,100,2.55,overcast clouds
672,Oudtshoorn,ZA,-33.5907,22.2014,59.88,87,94,2.64,overcast clouds
